iteration,mu_logkn,mu_logatox,sigma_logkn,sigma_logatox,median_ess,median_pct_yr,median_cor_ka,median_kn_sd,n_valid
0,-13.50573786601614,-9.82165470173515,0.31106017026395566,2.8473002451851053,108.53974006573749,0.027378805301414566,0.026330585098987842,0.18283764475621253,357
1,-13.558228224084614,-8.805765500656186,0.23474676915834666,3.2830613096603565,23566.084446686215,0.07713734434999786,-0.0004066902051069228,0.15290671052838345,357
2,-13.568509172960745,-7.7280481866356245,0.23122240078231945,3.3264241986718934,8932.276792697749,0.21142521520866042,-0.005787610906651578,0.06320325327867671,357
3,-13.573109480510587,-6.783908834872907,0.24465158909254858,3.0055631456783267,2131.4368449502504,0.6337690195263646,-0.005350715470122909,0.019923552539993467,357
4,-13.573000227142806,-6.047292019947327,0.24421793682674392,2.498502110821288,1561.5274860869408,1.767827758577123,-0.008381461431240229,0.01923651934474315,357
5,-13.57317144906923,-5.536728633445053,0.24470865263176883,1.99162626337014,1254.1093633424334,3.6000779922503168,-0.013855466272113653,0.01927464341118954,357
6,-13.572923266901594,-5.221611151960349,0.2439055130851288,1.579443672606213,1261.5442758422193,5.537762338304464,-0.021611752336829198,0.01924302607611708,357
7,-13.573190804856479,-5.039933964339655,0.24492063414428328,1.2919664571034348,1439.1260139973554,6.913953383862371,-0.025511655118539013,0.019249619404834956,357
8,-13.573064185539218,-4.931737254577057,0.2443469263662815,1.1080831749493443,1614.859058056412,7.829740588917211,-0.03169267174631295,0.019318939280257744,357
9,-13.573040518362113,-4.863276684982759,0.24426826474056637,0.9891224613425886,1715.020179136111,8.368823148279148,-0.03280206173157697,0.01938488546066401,357
10,-13.572932682576058,-4.819382653405028,0.24398862303556265,0.9149220416432324,1785.025845885636,8.70518948478336,-0.028516624468385744,0.019313247737918465,357
11,-13.572976383848053,-4.791411436291931,0.24396058187302064,0.8674555939462588,1831.325749689064,8.951354917750031,-0.03504588328326003,0.01931133905704981,357
12,-13.573185303298459,-4.771665654262816,0.24483621586616638,0.8384963940071116,1879.1967460983758,9.06863651719637,-0.034461873841404075,0.019344621778218867,357
13,-13.573008554201214,-4.760774819112842,0.24412282946506605,0.8175182809939119,1890.1123323437146,9.167372365924853,-0.03568564870354193,0.01920776397900294,357
14,-13.572950341070468,-4.753902473954919,0.24403893931177006,0.8044032434018121,1934.2755464084655,9.216807175099206,-0.037868715344764776,0.01925607348846457,357
